id,name,description,mana,created_at,updated_at,char_id,cooldown,skill_number,parent_id
99,Uproar of Naav Gehen,Deals ??? P.DMG to all enemies and increases P.DMG the hit enemies take by 25% for 10 sec.,2,2020-07-08 11:26:45.655482,2020-07-08 11:26:45.655482,82,12,1_2,98
100,Magic Circle of Life,"Places a magic circle in a wide range of self for 12 sec, healing HP of all allies within range by ??? every sec and increasing their ATK Spd by 500.",3,2020-07-08 11:26:56.051506,2020-07-08 11:26:56.051506,82,19,2,
101,Naav Gehen of Gluttony,"Deals ??? P.DMG to the enemy and enemies within a wide range of the target, dispelling positiv effects from hit enemies and places a magic circle for 12 sec. The magic circle deals ??? P.DMG to enemies within range and reduces ATK by 20% every sec.",3,2020-07-08 11:27:07.518911,2020-07-08 11:27:07.518911,82,19,2_2,100
102,Origin of Life,"Creates a shield that absorbs ??? DMG and recovers 100 mana every sec for 15 sec on all allies. For the duration of the Shield, gains immmunity to CC.",4,2020-07-08 11:27:17.396879,2020-07-08 11:27:17.396879,82,25,3,
103,Rampage of Naav Gehen,Deals a total of ??? P.DMG over 6 times to enemies within a wide range of the target and inflicts Stun for 2 sec. The last hit deals ??? P.DMG and inflicts Stun for 5 sec.,3,2020-07-08 11:27:30.084814,2020-07-08 11:27:30.084814,82,19,3_2,102
104,Alchemy of Green,"At the beginning of each battle, heals HP of all allies by ??? and reduces P.DMG they take by 15% for 20 sec. [Alchemist of the Green Evan] Purification of Life, Magic Circle of Life, and Origin of Life become available for use. After Skill use, Evan turns into 'Alchemist of the Dark Evan.' [Alchemist of the Dark Evan] Uproar of Naav Gehen, Naav Gehen of Gluttony, and Rampage of Naav Gehen become available for use. After skill use, Evan turns into 'Alchemist of the Green Evan.'",NULL,2020-07-08 11:27:40.466849,2020-07-08 11:27:40.466849,82,NULL,4,
105,Destructive Instinct,"Swipes nearby enemies in a circular range and deals ??? M.DMG. Then strikes the ground, dealing ??? M.DMG and knocking down enemies for 3 sec. [Fury] - Consumes 15% of current HP to activate. Effect range increases and swipe attack draws in enemies.",2,2020-07-08 11:27:54.825001,2020-07-08 11:27:54.825001,83,8,1,
106,Dawning Despair,"Dashes to an enemy with the highest ATK and deals ??? M.DMG to enemies in range, reducing their ATK Spd by 300. [Fury] - Consumes 10% of current HP to activate. Effect range increases, Stuns target for 3 sec, and increases own ATK Spd by 300 for 10 sec.",2,2020-07-08 11:28:02.95213,2020-07-08 11:28:02.95213,83,10,2,
107,Strike of Doom,"Charges energy and attacks the enemy, dealing ??? M.DMG and inflicting Stun for 3 sec. This DMG ignores the target's DMG Reduction effect. [Fury] - Consumes 20% of current HP to activate. Attacks enemies in range of target and DMG is tripled.",2,2020-07-08 11:28:12.111399,2020-07-08 11:28:12.111399,83,7,3,
108,Cursed Blood,"Ezekiel gains 1 stack of 'Cursed Blood' at the end of Skill. At 3 stacks, consumes Cursed Blood to reset Cooldown of all Skills, dealing ??? M.DMG to nearby enemies, knocking them down for 3 sec, and activating Fury for 10 sec. Fury is irremovable. While in Fury state, Ezekiel goes into auto-battle mdoe that cannot be controlled, increasing ATK by ???, DMG of normal attacks by x2, and enhancing all Skill effects. During Fury state, Skill use does not grant a stack of Cursed Blood, but killing an enemy will grant a stack.",NULL,2020-07-08 11:28:20.140311,2020-07-08 11:28:20.140311,83,NULL,4,
109,Light of Doom,"Heals HP of the ally with the lowest HP and nearby allies by ??? and increases Heal Rate by 20% for 10 sec. Afterward, explodes the area around the target and deals ??? M.DMG to enemies in range, reducing their Heal Rate by 20% for sec. If this Skill is used with 1 or more stacks of [Darkened Power], consumes 1 stack and dispels positive effects of all enemies within range.",2,2020-07-08 11:28:34.199359,2020-07-08 11:28:34.199359,91,9,1,
110,Blessing of Doom,"Grants [Blessing of Doom] to 4 allies with the lowest HP, absorbing ??? DMG for 10 sec. The shield grants immunity to CC and increases ATK Spd by 500 for the duration. If this Skill is used with 1 or more stacks of [Darkened Power], consumes 1 stack to dispel negative effects from self and additionally dispels negative effects from targets.",3,2020-07-08 11:28:43.446923,2020-07-08 11:28:43.446923,91,17,2,
111,Heaven's Vengeance,"Brings Heaven's Vengeance upon a random enemy and nearby enemies over 20 hits, dealing ??? M.DMG each hit and increases All DMG the target takes by 10% for 20 sec. 500 additional DEF Penetration applies to this Skill. If this skill is used with 1 or more stacks of [Darkened Power], consumes 1 stack and inflicts Stun on the hit enemies for 0.5 sec each hit. The DMG Boost effect can be stacked up to max 5 times.",5,2020-07-08 11:28:54.508747,2020-07-08 11:28:54.508747,91,22,3,
112,Tainted Angel,"As Fallen Frey has been corrupted by the darkness, she takes 15% increased DMG, but she recovers 400 Mana every sec, and when her Mana is at 100%, she gains [Darkened Power] every sec. [Darkened Power] can be stacked up to max 2 times and is irremovable.",NULL,2020-07-08 11:29:04.249427,2020-07-08 11:29:04.249427,91,NULL,4,
113,Tempest Blade,"Attacks the target and the enemies near it 3 times, dealing a total of ??? P.DMG. If the target is not a Hero, inflicts a total of ??? additional P.DMG over 5 sec.",2,2020-07-08 11:29:21.718139,2020-07-08 11:29:21.718139,84,6,1,
114,Flashstep,"Moves to the enemy with the highest ATK, dispels positive effects from the target, inflicts Silence for 2 sec, and leaves a Mark for 10 sec. Afterwar, Fluss' all attacks prioritize the Marked target and deal ??? P.DMG per attack. When the Marked target dies, resets Cooldown of this Skill and recovers 2000 Mana.",2,2020-07-08 11:29:34.021374,2020-07-08 11:29:34.021374,84,10,2,
115,Bloody Petals,"Deals a total of ??? P.DMG to an enemy over 16 hits, and suppresses the target while casting. This DMG ignores the target's Block effects.",2,2020-07-08 11:29:51.252297,2020-07-08 11:29:51.252297,84,20,3,
116,Spell Cutter,"Increases own M.DEF by ???. Upon taking M.DMG, deals ??? P.DMG to the attacker, reduces its ATK by 30% for 5 sec, and dodges All M.DMG for 3 sec. This effect activates only once every 10 sec.",NULL,2020-07-08 11:30:01.10375,2020-07-08 11:30:01.10375,84,NULL,4,
117,Miraculous Light,Heals ??? HP of an ally with the lowest HP.,2,2020-07-08 11:30:15.174259,2020-07-08 11:30:15.174259,85,8,1,
118,Blessings of Light,"Cast a shield on all allies that absorbs ??? DMG for 12 sec. While the shield is in effect, gain Immunity to CC.",2,2020-07-08 11:30:23.456594,2020-07-08 11:30:23.456594,85,15,2,
119,Heaven's Vengeance,"Attacks the target and its nearby enemies 6 times, dealing up to ??? M.DMG. Hit targets will be blinded for 6 sec, and take 25% increased DMG.",3,2020-07-08 11:30:32.261809,2020-07-08 11:30:32.261809,85,22,3,
120,Goddess Grace,Increases M.DEF of 1 ally with the lowest HP by ??? for 10 sec every 15 sec.,NULL,2020-07-08 11:30:43.335342,2020-07-08 11:30:43.335342,85,NULL,4,
121,Smash,"Deals ??? P.DMG to enemies within range, and the first attack knocks them down for 3 sec and reduces DEF Penetration by 250 for 10 sec.",2,2020-07-08 11:30:58.2036,2020-07-08 11:30:58.2036,86,8,1,
122,Battle Roar,"Dispels negative effects from all allies, increases their ATK by ???, ATK Spd by 300, and P.DEF by ??? for 15 sec.",2,2020-07-08 11:31:08.509509,2020-07-08 11:31:08.509509,86,12,2,
123,Vortex,"Charges to the front, dealing ??? P.DMG over 12 times to nearby enemies within circular range of self and draws them in during casting. While using this Skill, gains immunity to CC, and the last attack freezes the enemy for 4 sec.",3,2020-07-08 11:31:18.408498,2020-07-08 11:31:18.408498,86,20,3,
124,Enrage,"Increases own ATK by ???, CC Resist by 20, and DMG dealt to Non-Hero enemies by 1% every sec. This effect can be stacked up to max 30 times. At 20 stacks or more, increases DMG of normal attacks by 100%.",NULL,2020-07-08 11:31:26.674188,2020-07-08 11:31:26.674188,86,NULL,4,
125,Quick Strikes,"Strikes the target 7 times, dealing a total of ??? P.DMG. The last hit increases the target's P.DMG taken by 25% for 10 sec.",2,2020-07-08 11:31:46.492429,2020-07-08 11:31:46.492429,87,9,1,
126,Advent of the War God,"Dispel all negative effects on self and deal ??? P.DMG to nearby enemies within a small radius, gaining the Status 'War God' for 10 sec. While in War God mode, ATK is boosted by ??? and all auto attacks have a 30% chance to consume 5% mana to deal an extra attack of ??? extra P.DMG. Upon taking M.DMG, dodge all M.DMG for 1 sec. Dodge effect only activates 1 time in every 2 sec.",1,2020-07-08 11:31:57.030228,2020-07-08 11:31:57.030228,87,15,2,
127,Ultimate Punch!,"Charges energy and sprints toward frontal enemies, dealing ??? P.DMG to enemies in range and inflicting stun for 3 sec. If the target is a boss, attack ignores target DEF.",4,2020-07-08 11:32:05.917244,2020-07-08 11:32:05.917244,87,20,3,
128,This will hurt!,"Upon hitting a single target with 5 auto attacks, deals ??? extra DMG that ignores DEF.",NULL,2020-07-08 11:32:14.981677,2020-07-08 11:32:14.981677,87,NULL,4,
129,That Is It,Deals a total of ??? P.DMG over 7 attacks to frontal enemies. Each attack increases P.DMG the enemies take by 4% for 10 sec. This effect stacks up to max 7 times. Deals additional ??? P.DMG to Non-Hero target.,2,2020-07-08 11:32:32.873688,2020-07-08 11:32:32.873688,88,9,1,
130,I Will Not Stay My Hand,Deals ??? P.DMG over 10 attacks to nearby enemies in a circular range of self and stuns them for 1 sec. The final attack deals ??? P.DMG to frontal enemies and stuns them for 3 sec.,3,2020-07-08 11:32:41.306583,2020-07-08 11:32:41.306583,88,15,2,
131,Time For Counterattack,"Calling upon the strength of the Imperial Shield, deals ??? P.DMG to nearby enemies in a large circular range of self and knocks them down for 3 sec. Dispels negative effects from all allies, increases ATK by ??? for 20 sec, and increases DEF by ???.",4,2020-07-08 11:32:53.304888,2020-07-08 11:32:53.304888,88,17,3,
132,Pride of Imperial Knights,"Increases ATK of all allies by ???. At the beginning of each battle, increases DMG to Non-Hero enemies by 10% for 20 sec, reducing DMG received by 10%.",NULL,2020-07-08 11:33:04.095601,2020-07-08 11:33:04.095601,88,NULL,4,
133,I See Through Your Every Move!,"Throws a grenade, and fires a submachine gun, dealing ??? P.DMG to the target and the enemies nearby. Hanus gains 20 Ammo afterward. Hit enemies take 25% increased P.DMG for 10 sec, and are blinded for 4 sec. Ammo can be stacked up to max 300 times.",2,2020-07-08 11:33:21.360326,2020-07-08 11:33:21.360326,89,12,1,
134,Shoot You Full of Holes!,"Shoots a machine gun 10 times to frontal enemies in a wide area, dealing a total of ??? P.DMG. Afterwards, if Hanus is possessing Ammo, she consumes ??? Ammo per shot to attack enemies until she runs out of Ammo. While in this state, Hanus takes 25% additional DMG. Every 1 st shot increases DMG of this Skill by 8%. The DMG Boost effect can be stacked up to max 50 times.",3,2020-07-08 11:33:30.309972,2020-07-08 11:33:30.309972,89,14,2,
135,Hide If You Can!,"Fires a mortar at a frontal area, dealing ??? P.DMG in a wide area. Hanus gains 50 Ammo afterwards. Hit enemies are stunned for 5 sec. This Skill ignores target's P.Block and M.Block.",4,2020-07-08 11:33:40.582498,2020-07-08 11:33:40.582498,89,27,3,
136,I Shall Train You Hard!,"Hanus is not affected by ATK Spd effects, and increases ATK of all allies by ??? + 5% of Hanus' ATK. If activated during Guild battles, this effect is amplified by 2 times. [Guild Battle] - Guild Raid, Guild Conquest, Guild War",NULL,2020-07-08 11:33:49.617567,2020-07-08 11:33:49.617567,89,NULL,4,
137,Funeral Rites,"Deals ??? M.DMG to enemies in range, stunning them for 3 sec.",2,2020-07-08 11:34:03.554897,2020-07-08 11:34:03.554897,23,8,1,
138,Mark of Death,Engraves a Mark on all enemies for 30 sec and deals ??? M.DMG over time. Enemies engraved with Mark takes 25% more M.DMG.,1,2020-07-08 11:34:19.658986,2020-07-08 11:34:19.658986,23,6,2,
139,Day of Ruin,"For 15 sec, deals a total of ??? M.DMG to all enemies and recovers 100% of DMG as own HP. Gains immunity to CC. Marked enemies take increased DMG.",3,2020-07-08 11:34:40.657025,2020-07-08 11:34:40.657025,23,12,3,
140,Rest in Peace,"Upon taking a deathblow, enters a coffin for 5 sec and heals ??? + 6% of Max HP. Gains immunity to all DMG while inside the coffin.",NULL,2020-07-08 11:34:52.012957,2020-07-08 11:34:52.012957,23,NULL,4,
141,Best Dish,"Removes negative effects from all allies, heals a total of ??? HP over 7 second(s), and increases DEF by ???. When there are 2 stacks or more [Excellent Ingredient], consumes 2 stacks to double the DEF Boost.",2,2020-07-08 11:37:44.905853,2020-07-08 11:37:44.905853,24,12,1,
142,Juno's Spicy Special,"Removes positive effects from all enemies, deals a total of ??? P.DMG over 10 second(s), and enemies take 20% increased P.DMG. When there are 2 stacks or more [Excellent Ingredient], consumes 2 stacks to double the P.DMG that enemies take.",2,2020-07-08 11:37:56.305397,2020-07-08 11:37:56.305397,24,9,1_2,141
143,Power-up,"Casts a shield on the ally with the lowest HP that absorbs ??? DMG and grants Immunity to CC along with 1 orb of Mana. When there are 2 stacks or more [Excellent Ingredient], consumes 2 stacks to double the Mana Recovery.",3,2020-07-08 11:38:06.6274,2020-07-08 11:38:06.6274,24,15,2,
144,"Help Yourself, Then Get Lost!","Attacks the target and nearby enemies around it, dealing ??? P.DMG and reducing their Mana by 1 orb. If the target is not a Hero, inflicts ??? additional P.DMG that ignores DEF. When there are 2 stacks or more [Excellent Ingredient], consumes 2 stacks to double the Mana Reduction.",2,2020-07-08 11:38:18.179586,2020-07-08 11:38:18.179586,24,8,2_2,143
145,Cook from Hell,"Removes all negative effects from self, heals ??? HP, and transforms into a Cook from Hell. [Best Dish] and [Power-up] are changed to [Juno's Spicy Special] and [Help Yourself, Then Get Lost!] respectively. Gains 1 stack of irremovable [Excellent Ingredient]. When the skill is used again, transforms into a Cook from Heaven.",1,2020-07-08 11:38:28.306682,2020-07-08 11:38:28.306682,24,6,3,
146,Open for Business!,"While transformed into a Cook from Heaven, increases DEF of all allies by ??? and their heal rate by 15%. While transformed into a Cook from Hell, reduces DEF of all enemies by ???% and their heal rate by 20%.",NULL,2020-07-08 11:38:38.445388,2020-07-08 11:38:38.445388,24,NULL,4,
147,Anti-personnel Laser,"Attacks the target 4 times, dealing a total of ??? M.DMG and inflicting knockback. Attacks all enemies with the last blow, dealing ??? M.DMG and blowing them away for 3 seconds.",2,2020-07-08 11:39:05.082739,2020-07-08 11:39:05.082739,25,8,1,
148,Siege Laser,Attacks the target inflicting ??? M.DMG. Crit DMG is applied 200% higher.,3,2020-07-08 11:39:17.588672,2020-07-08 11:39:17.588672,25,11,1_2,147
149,Wide-area Cannon,"Attacks a random target and nearby enemies in range 4 times, inflicting a total of ??? M.DMG and stunning them for 4 seconds.",4,2020-07-08 11:39:30.114557,2020-07-08 11:39:30.114557,25,14,2,
150,Focused Fire,"Attacks a random target 15 times, inflicting a total of ??? M.DMG, and inflicts Focused Fire for 20 seconds. Inflicts ??? extra M.DMG with each stack of Focused Fire on the enemy. Focused Fire can be stacked up to 30 times.",4,2020-07-08 11:39:41.444266,2020-07-08 11:39:41.444266,25,22,2_2,149
151,Release Siege Weapon,"Kara turns into Siege Weapon mode and attacks the enemy, inflicting ??? M.DMG with each hit. When in Siege Weapon mode, changes Anti-personnel Laser and Wide-area Cannon skills to Siege Laser and Focused Fire skills. When the skill is used again, returns to Anti-personnel Weapon mode.",2,2020-07-08 11:40:02.640264,2020-07-08 11:40:02.640264,25,0,3,
