id,name,description,image,tier,created_at,updated_at
720,"Top Financier's Knowledge","When activated, increases the caster's ATK by 50% for 10 sec",s4d.png,Veronica,2020-06-22 16:39:17.417564,2020-06-22 16:39:17.417564
721,Meal Time!!,In exchange for 1 additional Mana Cost, cooldown is reduced by 4 sec,s1l.png,Viska,2020-06-22 16:39:37.322525,2020-06-22 16:39:37.322525
722,Meal Time!!,Soul condition for Shackle effect is erased,s1d.png,Viska,2020-06-22 16:39:43.767117,2020-06-22 16:39:43.767117
723,"I'll slice you up!!",Mana cost is reduced by 1,s2l.png,Viska,2020-06-22 16:39:53.289829,2020-06-22 16:39:53.289829
724,"I'll slice you up!!",Soul condition for M.DEF reduction is erased,s2d.png,Viska,2020-06-22 16:40:00.673159,2020-06-22 16:40:00.673159
725,"I'll rip you to pieces!!",The 5 Soul consuming effect no longer consumes Souls,s3l.png,Viska,2020-06-22 16:40:17.203615,2020-06-22 16:40:17.203615
726,"I'll rip you to pieces!!",Mana cost is reduced by 1,s3d.png,Viska,2020-06-22 16:40:22.306581,2020-06-22 16:40:22.306581
727,Yummy Souls!,At the beginning of each battle, steals the soul of the enemy with the highest ATK, and reduces M.DMG that self takes by 20% for 10 sec,s4l.png,Viska,2020-06-22 16:40:32.245322,2020-06-22 16:40:32.245322
728,Yummy Souls!,Per each stacked Soul, ATK is increased by 10%,s4d.png,Viska,2020-06-22 16:40:37.157699,2020-06-22 16:40:37.157699
729,Orbs of Darkness,Upon use, recovers 1 orb of Mana,s1l.png,Xerah,2020-06-22 16:41:10.807689,2020-06-22 16:41:10.807689
730,Orbs of Darkness,Increases Mana Cost by 1 and changes the target to the enemy with the highest ATK,s1d.png,Xerah,2020-06-22 16:41:18.648889,2020-06-22 16:41:18.648889
731,Crest of Extortion / Crest Bestowal,[Crest of Extortion / Crest Bestowal] Gains Immunity to All DMG while in use,s2l.png,Xerah,2020-06-22 16:41:38.666329,2020-06-22 16:41:38.666329
732,Crest of Extortion / Crest Bestowal,For the duration of the [Crest Bestowal] effect, the ally takes 20% reduced DMG,s2d.png,Xerah,2020-06-22 16:41:47.510607,2020-06-22 16:41:47.510607
733,Blood Moon,Increases Mana Cost by 1. Upon use, dispels negative effects from self, and for the duration of the Skill, continuously dispels negative effects from all allies,s3l.png,Xerah,2020-06-22 16:42:00.390283,2020-06-22 16:42:00.390283
734,Blood Moon,Increases M.DMG the enemy takes by 30% for the duration of Skill,s3d.png,Xerah,2020-06-22 16:42:06.907707,2020-06-22 16:42:06.907707
735,Darkness Awakened,While in [Darkness Awakened] state, changes the DMG Boost effect against Non-Hero enemies to 100%,s4l.png,Xerah,2020-06-22 16:42:14.350377,2020-06-22 16:42:14.350377
736,Darkness Awakened,At the beginning of every battle, enters [Darkness Awakened] state, and becomes unable to gain [Darkness] stacks for 40 sec,s4d.png,Xerah,2020-06-22 16:42:19.623777,2020-06-22 16:42:19.623777
737,Focus Shot!,DMG is increased by 40%,s1l.png,Yanne,2020-06-22 16:42:37.867265,2020-06-22 16:42:37.867265
738,Focus Shot!,Target takes 25% additional P.DMG for 10 sec,s1d.png,Yanne,2020-06-22 16:42:43.732783,2020-06-22 16:42:43.732783
739,Wipeout!,When there is 1 enemy, DMG is boosted by 100%,s2l.png,Yanne,2020-06-22 16:42:55.51209,2020-06-22 16:42:55.51209
740,Wipeout!,Enemies hit are stunned for 2 sec,s2d.png,Yanne,2020-06-22 16:43:00.113826,2020-06-22 16:43:00.113826
741,No Holding Back!,ATK Spd is boosted by 250 for the duration,s3l.png,Yanne,2020-06-22 16:43:12.452976,2020-06-22 16:43:12.452976
742,No Holding Back!,For the duration, all DMG taken is reduced by 25%,s3d.png,Yanne,2020-06-22 16:43:17.661254,2020-06-22 16:43:17.661254
743,Dragon Slayer,Reduces DMG that all allies take from Dragons by 20%,s4l.png,Yanne,2020-06-22 16:43:27.479102,2020-06-22 16:43:27.479102
744,Dragon Slayer,"Changes self's DMG Boost against Dragons to 130%",s4d.png,Yanne,2020-06-22 16:43:32.111008,2020-06-22 16:43:32.111008
745,Binding Karma,Now reduces 1,000 Mana,s1l.png,Yuria,2020-06-22 16:43:51.514547,2020-06-22 16:43:51.514547
746,Binding Karma,Stuns hit targets for 3 sec,s1d.png,Yuria,2020-06-22 16:43:55.79652,2020-06-22 16:43:55.79652
747,Starlight Sewing,Own ATK is increased by 30% while shield is active,s2l.png,Yuria,2020-06-22 16:44:15.086248,2020-06-22 16:44:15.086248
748,Starlight Sewing,Increases Mana Cost by 1 but the same effect will be cast on an ally with the highest ATK,s2d.png,Yuria,2020-06-22 16:44:19.652726,2020-06-22 16:44:19.652726
749,Circle of Fate,Now reduces 500 ATK Spd,s3l.png,Yuria,2020-06-22 16:44:35.718911,2020-06-22 16:44:35.718911
750,Circle of Fate,Dispels positive effects from the target,s3d.png,Yuria,2020-06-22 16:44:41.03971,2020-06-22 16:44:41.03971
751,Blessing of Truth,Targets now take 2% increased M.DMG,s4l.png,Yuria,2020-06-22 16:44:48.732997,2020-06-22 16:44:48.732997
752,Blessing of Truth,Increases DEF and ATK Spd Boost by 50%,s4d.png,Yuria,2020-06-22 16:44:53.018972,2020-06-22 16:44:53.018972
753,Judgment of the Desert,Crit DMG boost per use changes to 10%,s1l.png,Zafir,2020-06-22 16:45:07.069649,2020-06-22 16:45:07.069649
754,Judgment of the Desert,Stuns the hit enemy for 1 sec,s1d.png,Zafir,2020-06-22 16:45:12.74548,2020-06-22 16:45:12.74548
755,Blessing of the Sand Spirit,If there are 3 or less allies, applies shield to all allies. Sand Storm does not activate during this time,s2l.png,Zafir,2020-06-22 16:45:22.938901,2020-06-22 16:45:22.938901
756,Blessing of the Sand Spirit,At the beginning of each battle, casts shield on self for 5 sec. Sand Storm does not activate during this time,s2d.png,Zafir,2020-06-22 16:45:28.425159,2020-06-22 16:45:28.425159
757,Doom of the Desert,Gains immunity to CC while in use,s3l.png,Zafir,2020-06-22 16:45:37.230296,2020-06-22 16:45:37.230296
758,Doom of the Desert,"Duration of 'Pit of Sand' is increased by 2 sec",s3d.png,Zafir,2020-06-22 16:45:42.549768,2020-06-22 16:45:42.549768
759,Calling of the Guardian,Inflicts Mark of Desert to all enemies every second if there are more than 5 enemies,s4l.png,Zafir,2020-06-22 16:45:51.204714,2020-06-22 16:45:51.204714
760,Calling of the Guardian,Activation chance changes to 30%,s4d.png,Zafir,2020-06-22 16:45:56.53237,2020-06-22 16:45:56.53237
