id,name,description,tier,created_at,updated_at,sequence,perk_type
682,Lightning Strike! [Dark],Stun chance is increased by 10%,Sonia,2020-06-22 16:32:24.195189,2020-06-22 16:32:24.195189,s1d,hero
683,Power of Lightning! [Light],ATK and DEF boosts are increased by 40%,Sonia,2020-06-22 16:32:47.644889,2020-06-22 16:32:47.644889,s2l,hero
684,Power of Lightning! [Dark],Additional DMG effect applies to all enemies,Sonia,2020-06-22 16:32:52.716278,2020-06-22 16:32:52.716278,s2d,hero
685,Electric Explosion! [Light],"While in use, gain immunity to CC",Sonia,2020-06-22 16:33:01.036018,2020-06-22 16:33:01.036018,s3l,hero
686,Electric Explosion! [Dark],Stun duration is increased by 2 sec,Sonia,2020-06-22 16:33:08.40221,2020-06-22 16:33:08.40221,s3d,hero
687,Shock [Light],Shock duration is increased by 2 sec,Sonia,2020-06-22 16:33:16.829615,2020-06-22 16:33:16.829615,s4l,hero
688,Shock [Dark],Increased M.DMG taken' effect changes to 'Increased P. and M. DMG taken',Sonia,2020-06-22 16:33:21.50116,2020-06-22 16:33:21.50116,s4d,hero
689,BOOM! Here Goes! [Light],The All Block Chance Reduction effect on the target becomes irremovable,Taily,2020-06-22 16:33:37.079033,2020-06-22 16:33:37.079033,s1l,hero
690,BOOM! Here Goes! [Dark],Reduces Mana Cost by 1,Taily,2020-06-22 16:33:41.369455,2020-06-22 16:33:41.369455,s1d,hero
691,Protection! Was dat Lucky Stone? [Light],"While charging energy, Taily gains immunity to All DMG",Taily,2020-06-22 16:33:52.72459,2020-06-22 16:33:52.72459,s2l,hero
692,Protection! Was dat Lucky Stone? [Dark],Reduces Mana Cost by 1,Taily,2020-06-22 16:33:58.293932,2020-06-22 16:33:58.293932,s2d,hero
693,Charge! Knight Commander Power! [Light],"When there is 1 enemy, increases stack gain of [Power of da Shuti Tribe] by 3 times",Taily,2020-06-22 16:34:17.429199,2020-06-22 16:34:17.429199,s3l,hero
694,Charge! Knight Commander Power! [Dark],Gains immunity to CC for the duration of Skill,Taily,2020-06-22 16:34:22.228534,2020-06-22 16:34:22.228534,s3d,hero
695,Blessing of da Shuti Tribe! [Light],Reduces ATK of the hit target by 20% for 3 sec,Taily,2020-06-22 16:34:30.756499,2020-06-22 16:34:30.756499,s4l,hero
696,Blessing of da Shuti Tribe! [Dark],"Upon hitting an enemy at the Arena, Taily deals additional P.DMG equal to 2% of the target's Max HP. This effect does not inflict a Crit Hit, but its DMG increases proportionally to DEF Penetration",Taily,2020-06-22 16:34:37.504825,2020-06-22 16:34:37.504825,s4d,hero
697,Target Sighted [Light],Reduces the target's Heal Rate by 30%,Tanya,2020-06-22 16:34:59.663666,2020-06-22 16:34:59.663666,s1l,hero
698,Target Sighted [Dark],"For 10 sec, target's P.Crit resistance is reduced by 250",Tanya,2020-06-22 16:35:04.762777,2020-06-22 16:35:04.762777,s1d,hero
699,Blade Tornado [Light],"If there is 1 enemy, DMG is increased by 100%",Tanya,2020-06-22 16:35:16.671685,2020-06-22 16:35:16.671685,s2l,hero
700,Blade Tornado [Dark],Recovers 200 mana upon a Crit hit,Tanya,2020-06-22 16:35:22.91059,2020-06-22 16:35:22.91059,s2d,hero
701,Whisper of Death [Light],Mana cost is increased by 1 orb but DMG is boosted by 100%,Tanya,2020-06-22 16:35:35.420799,2020-06-22 16:35:35.420799,s3l,hero
702,Whisper of Death [Dark],Cooldown is reduced by 5 sec,Tanya,2020-06-22 16:35:42.066906,2020-06-22 16:35:42.066906,s3d,hero
703,Silent Ambush [Light],Increases additional DMG against non-Hero enemies by 100%,Tanya,2020-06-22 16:35:51.343513,2020-06-22 16:35:51.343513,s4l,hero
704,Silent Ambush [Dark],Increases Silence duration by 0.5 sec,Tanya,2020-06-22 16:35:54.805376,2020-06-22 16:35:54.805376,s4d,hero
705,Final Crash [Light],"If there is 1 enemy, DMG is increased by 100%",Theo,2020-06-22 16:36:12.939032,2020-06-22 16:36:12.939032,s1l,hero
706,Final Crash [Dark],Cooldown is reduced by 2 sec,Theo,2020-06-22 16:36:17.061971,2020-06-22 16:36:17.061971,s1d,hero
707,God of Lightning [Light],Mana cost is reduced by 1,Theo,2020-06-22 16:36:28.227757,2020-06-22 16:36:28.227757,s2l,hero
708,God of Lightning [Dark],DMG taken while in Lightning God state is increased by 30% but ATK increase rate is increased by 100%,Theo,2020-06-22 16:36:35.228589,2020-06-22 16:36:35.228589,s2d,hero
709,Lightning Explosion [Light],DMG is increased by 40%,Theo,2020-06-22 16:36:47.053688,2020-06-22 16:36:47.053688,s3l,hero
710,Lightning Explosion [Dark],Stun duration is increased by 1 sec,Theo,2020-06-22 16:36:54.351141,2020-06-22 16:36:54.351141,s3d,hero
711,For Jane [Light],DMG is increased by 40%,Theo,2020-06-22 16:37:00.914529,2020-06-22 16:37:00.914529,s4l,hero
712,For Jane [Dark],Stun duration is increased by 0.2 sec,Theo,2020-06-22 16:37:06.023215,2020-06-22 16:37:06.023215,s4d,hero
713,This will hurt a little! [Light],DMG is increased by 100% when there is 1 enemy,Veronica,2020-06-22 16:38:14.045959,2020-06-22 16:38:14.045959,s1l,hero
714,This will hurt a little! [Dark],Number of targets changes to 2,Veronica,2020-06-22 16:38:19.471198,2020-06-22 16:38:19.471198,s1d,hero
715,Let me help you [Light],"After the beginning of the first battle, changes the DMG Boost effect against Bosses to 25% for 3 Skill uses",Veronica,2020-06-22 16:38:29.998805,2020-06-22 16:38:29.998805,s2l,hero
716,Let me help you [Dark],Reduces cooldown by 5 sec,Veronica,2020-06-22 16:38:36.114363,2020-06-22 16:38:36.114363,s2d,hero
717,Get out of my sight! [Light],Increases Mana Cost by 1 and DMG by 100%,Veronica,2020-06-22 16:38:58.33427,2020-06-22 16:38:58.33427,s3l,hero
718,Get out of my sight! [Dark],Target takes increased M.DMG and P.DMG,Veronica,2020-06-22 16:39:02.688766,2020-06-22 16:39:02.688766,s3d,hero
719,Top Financier's Knowledge [Light],Recovers the caster's MP by 2 orbs when activated,Veronica,2020-06-22 16:39:12.706991,2020-06-22 16:39:12.706991,s4l,hero
720,Top Financier's Knowledge [Dark],"When activated, increases the caster's ATK by 50% for 10 sec",Veronica,2020-06-22 16:39:17.417564,2020-06-22 16:39:17.417564,s4d,hero
721,Meal Time!! [Light],"In exchange for 1 additional Mana Cost, cooldown is reduced by 4 sec",Viska,2020-06-22 16:39:37.322525,2020-06-22 16:39:37.322525,s1l,hero
722,Meal Time!! [Dark],Soul condition for Shackle effect is erased,Viska,2020-06-22 16:39:43.767117,2020-06-22 16:39:43.767117,s1d,hero
723,I'll slice you up!! [Light],Mana cost is reduced by 1,Viska,2020-06-22 16:39:53.289829,2020-06-22 16:39:53.289829,s2l,hero
724,I'll slice you up!! [Dark],Soul condition for M.DEF reduction is erased,Viska,2020-06-22 16:40:00.673159,2020-06-22 16:40:00.673159,s2d,hero
725,I'll rip you to pieces!! [Light],The 5 Soul consuming effect no longer consumes Souls,Viska,2020-06-22 16:40:17.203615,2020-06-22 16:40:17.203615,s3l,hero
726,I'll rip you to pieces!! [Dark],Mana cost is reduced by 1,Viska,2020-06-22 16:40:22.306581,2020-06-22 16:40:22.306581,s3d,hero
727,Yummy Souls! [Light],"At the beginning of each battle, steals the soul of the enemy with the highest ATK, and reduces M.DMG that self takes by 20% for 10 sec",Viska,2020-06-22 16:40:32.245322,2020-06-22 16:40:32.245322,s4l,hero
728,Yummy Souls! [Dark],"Per each stacked Soul, ATK is increased by 10%",Viska,2020-06-22 16:40:37.157699,2020-06-22 16:40:37.157699,s4d,hero
729,Orbs of Darkness [Light],"Upon use, recovers 1 orb of Mana",Xerah,2020-06-22 16:41:10.807689,2020-06-22 16:41:10.807689,s1l,hero
730,Orbs of Darkness [Dark],Increases Mana Cost by 1 and changes the target to the enemy with the highest ATK,Xerah,2020-06-22 16:41:18.648889,2020-06-22 16:41:18.648889,s1d,hero
731,Crest of Extortion / Crest Bestowal [Light],[Crest of Extortion / Crest Bestowal] Gains Immunity to All DMG while in use,Xerah,2020-06-22 16:41:38.666329,2020-06-22 16:41:38.666329,s2l,hero
732,Crest of Extortion / Crest Bestowal [Dark],"For the duration of the [Crest Bestowal] effect, the ally takes 20% reduced DMG",Xerah,2020-06-22 16:41:47.510607,2020-06-22 16:41:47.510607,s2d,hero
733,Blood Moon [Light],"Increases Mana Cost by 1. Upon use, dispels negative effects from self, and for the duration of the Skill, continuously dispels negative effects from all allies",Xerah,2020-06-22 16:42:00.390283,2020-06-22 16:42:00.390283,s3l,hero
734,Blood Moon [Dark],Increases M.DMG the enemy takes by 30% for the duration of Skill,Xerah,2020-06-22 16:42:06.907707,2020-06-22 16:42:06.907707,s3d,hero
735,Darkness Awakened [Light],"While in [Darkness Awakened] state, changes the DMG Boost effect against Non-Hero enemies to 100%",Xerah,2020-06-22 16:42:14.350377,2020-06-22 16:42:14.350377,s4l,hero
736,Darkness Awakened [Dark],"At the beginning of every battle, enters [Darkness Awakened] state, and becomes unable to gain [Darkness] stacks for 40 sec",Xerah,2020-06-22 16:42:19.623777,2020-06-22 16:42:19.623777,s4d,hero
737,Focus Shot! [Light],DMG is increased by 40%,Yanne,2020-06-22 16:42:37.867265,2020-06-22 16:42:37.867265,s1l,hero
738,Focus Shot! [Dark],Target takes 25% additional P.DMG for 10 sec,Yanne,2020-06-22 16:42:43.732783,2020-06-22 16:42:43.732783,s1d,hero
739,Wipeout! [Light],"When there is 1 enemy, DMG is boosted by 100%",Yanne,2020-06-22 16:42:55.51209,2020-06-22 16:42:55.51209,s2l,hero
740,Wipeout! [Dark],Enemies hit are stunned for 2 sec,Yanne,2020-06-22 16:43:00.113826,2020-06-22 16:43:00.113826,s2d,hero
741,No Holding Back! [Light],ATK Spd is boosted by 250 for the duration,Yanne,2020-06-22 16:43:12.452976,2020-06-22 16:43:12.452976,s3l,hero
742,No Holding Back! [Dark],"For the duration, all DMG taken is reduced by 25%",Yanne,2020-06-22 16:43:17.661254,2020-06-22 16:43:17.661254,s3d,hero
743,Dragon Slayer [Light],Reduces DMG that all allies take from Dragons by 20%,Yanne,2020-06-22 16:43:27.479102,2020-06-22 16:43:27.479102,s4l,hero
744,Dragon Slayer [Dark],Changes self's DMG Boost against Dragons to 130%,Yanne,2020-06-22 16:43:32.111008,2020-06-22 16:43:32.111008,s4d,hero
745,Binding Karma [Light],"Now reduces 1,000 Mana",Yuria,2020-06-22 16:43:51.514547,2020-06-22 16:43:51.514547,s1l,hero
746,Binding Karma [Dark],Stuns hit targets for 3 sec,Yuria,2020-06-22 16:43:55.79652,2020-06-22 16:43:55.79652,s1d,hero
747,Starlight Sewing [Light],"Reduces Shield by 50%, but it becomes irremovable.",Yuria,2020-06-22 16:44:15.086248,2020-06-22 16:44:15.086248,s2l,hero
748,Starlight Sewing [Dark],Increases Mana Cost by 1 but the same effect will be cast on an ally with the highest ATK,Yuria,2020-06-22 16:44:19.652726,2020-06-22 16:44:19.652726,s2d,hero
749,Circle of Fate [Light],Now reduces 500 ATK Spd,Yuria,2020-06-22 16:44:35.718911,2020-06-22 16:44:35.718911,s3l,hero
750,Circle of Fate [Dark],Dispels positive effects from the target,Yuria,2020-06-22 16:44:41.03971,2020-06-22 16:44:41.03971,s3d,hero
751,Blessing of Truth [Light],Targets now take 2.5% increased M.DMG,Yuria,2020-06-22 16:44:48.732997,2020-06-22 16:44:48.732997,s4l,hero
752,Blessing of Truth [Dark],Increases DEF and ATK Spd Boost by 50%,Yuria,2020-06-22 16:44:53.018972,2020-06-22 16:44:53.018972,s4d,hero
753,Judgment of the Desert [Light],Crit DMG boost per use changes to 10%,Zafir,2020-06-22 16:45:07.069649,2020-06-22 16:45:07.069649,s1l,hero
754,Judgment of the Desert [Dark],Stuns the hit enemy for 1 sec,Zafir,2020-06-22 16:45:12.74548,2020-06-22 16:45:12.74548,s1d,hero
755,Blessing of the Sand Spirit [Light],"If there are 3 or less allies, applies shield to all allies. Sand Storm does not activate during this time",Zafir,2020-06-22 16:45:22.938901,2020-06-22 16:45:22.938901,s2l,hero
756,Blessing of the Sand Spirit [Dark],"At the beginning of each battle, casts shield on self for 5 sec. Sand Storm does not activate during this time",Zafir,2020-06-22 16:45:28.425159,2020-06-22 16:45:28.425159,s2d,hero
757,Doom of the Desert [Light],Gains immunity to CC while in use,Zafir,2020-06-22 16:45:37.230296,2020-06-22 16:45:37.230296,s3l,hero
758,Doom of the Desert [Dark],Duration of 'Pit of Sand' is increased by 2 sec,Zafir,2020-06-22 16:45:42.549768,2020-06-22 16:45:42.549768,s3d,hero
759,Calling of the Guardian [Light],Inflicts Mark of Desert to all enemies every second if there are more than 5 enemies,Zafir,2020-06-22 16:45:51.204714,2020-06-22 16:45:51.204714,s4l,hero
760,Calling of the Guardian [Dark],Activation chance changes to 30%,Zafir,2020-06-22 16:45:56.53237,2020-06-22 16:45:56.53237,s4d,hero
761,Radiance of Cimatis / Dance of Luberry [Light],"[Radiance of Cimatis] Changes Cooldown to 25 sec, and Cooldown will be applied every time the skill is used 3 times.",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s1l,hero
762,Radiance of Cimatis / Dance of Luberry [Dark],"[Dance of Luberry] At the beginning of each battle, increases DMG by 20%. This effect can be stacked up to max 20 times.",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s1d,hero
763,Splendor of Cimatis / Full Bloom of Luberry [Light],[Splendor of Cimatis] Reduces Mana Cost by 1.,Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s2l,hero
764,Splendor of Cimatis / Full Bloom of Luberry [Dark],"[Full Bloom of Luberry] After 2 sec of the beginning of each battle, creates [Full Bloom of Luberry] that lasts for 3 sec in front of self.",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s2d,hero
765,Crystal of Resonance [Light],"Upon every Skill use, increases self's All DEF by 5%. This effect can be stacked up to max 10 times.",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s3l,hero
766,Crystal of Resonance [Dark],"Upon every Skill use, increases self's ATK by 5%. This effect can be stacked up to max 10 times.",Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s3d,hero
767,Brilliant Gemologist [Light],Changes the activation interval to 0.5 sec.,Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s4l,hero
768,Brilliant Gemologist [Dark],The effect becomes irremovable.,Talisha,2020-07-07 0:00:00,2020-07-07 0:00:00,s4d,hero
769,light,"ATK, DEF, HP+15% / Crit Chance +100",Aisha,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
770,dark,"Upon using a Skill, increases Mana Recovery/Sec by 10% and Crit DMG by 7%. This effect stacks up to 20 times and is irremovable.",Aisha,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
771,light,"ATK, DEF, HP+15% / ATK.Spd +100",Annette,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
772,dark,"When Overcharge activates, increase all allies Atk Spd by 200, and increase the ATK of all allies by 5% of Annette's ATK.",Annette,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
773,light,"ATK, DEF, HP+15% / Crit Chance +100",Arch,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
774,dark,"At the beginning of each battle, self gains immunity to M.DMG for 5 sec.",Arch,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
775,light,"ATK, DEF, HP+15% / Crit Chance +100",Artemia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
776,dark,"When HP falls below 50%, gain 2 sec of immunity to all DMG. This effect activates only once every 30 sec.",Artemia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
777,light,"ATK, DEF, HP+15% / P. Block +200",Aselica,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
778,dark,"At the beginning of the first battle, increases P.DEF of the ally with the highest ATK by 20% of P.DEF. This effect cannot be dispelled.",Aselica,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
779,light,"ATK, DEF, HP+15% / M. Block +200",Baudouin,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
780,dark,"When attacking with Holy Nova and Spear of Light, deal extra M.DMG equal to 100% of ATK and reduce the used skill's cooldown by 20%.",Baudouin,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
781,light,"ATK, DEF, HP +15% / Crit Chance +100",Bernheim,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
782,dark,"At the beginnign of the first battle, reduces self's Cooldown of Skills by 5 sec. When this effect is activated during Guild War, the effect is doubled.",Bernheim,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
783,light,"ATK, DEF, HP+15% / HP +10%",Cain,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
784,dark,"At the beginning of each battle, consumes 20% of self's current HP and increases ATK of all allies by 20% for 20 sec. If there 3 or less allies, reduces DMG that all allies take by 30%",Cain,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
785,light,"ATK, DEF, HP+15% / ATK.Spd +100",Cassandra,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
786,dark,"At the beginning of each battle, a random ally is immune to DMG for 3 sec.",Cassandra,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
787,light,"ATK, DEF, HP+15% / Crit DMG +20%",Cecilia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
788,dark,Attacking the enemy with the additional DMG gained from [Infinite Potential] will increase own ATK by 0.5%. This effect can be stacked up to max 200 times and is irremovable.,Cecilia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
789,light,"ATK, DEF, HP+15% / Crit DMG +20%",Chase,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
790,dark,Increases DMG dealt to Non-Hero enemies by 1% every 1 sec. This effect can be stacked up to max 60 times and is irremovable.,Chase,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
791,light,"ATK, DEF, HP+15% / Crit Chance +100",Chrisha,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
792,dark,"Increases ATK Spd of normal attack by 400 and additional 40 per every skill use. This effect cannot be dispelled, and can be stacked up to max 10 times.",Chrisha,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
793,light,"ATK, DEF, HP+15% / P. Block +200",Clause,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
794,dark,"When an ally other than this hero is hit by an attack, increase all allies P.DEF by 20% and P.Crit Resist by 20%. (10 sec Cooldown)",Clause,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
795,light,"ATK, DEF, HP+15% / Crit Chance +100",Cleo,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
796,dark,"If a target has 10 stacks of Ember, increases the M.DMG the target takes by 30%, and adds 2 stacks of Ember per second to all non-hero enemies.",Cleo,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
797,light,"ATK, DEF, HP+15% / Crit DMG +20%",Crow,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
798,dark,Increases Mana Cost of all skills by 1 and DMG by 75%.,Crow,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
799,light,"ATK, DEF, HP +15% / Crit Chance +100",Dakaris,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
800,dark,"At the beginning of the first battle, gains [Ancestral Advice] that increases own CC Resist by 200 for 5 sec. If [Ancestral Advice] is still active after 5 sec, dispels negative effects from 3 random allies, and increases their DEF by 50% for 10 sec. DEF Boost is irremovable.",Dakaris,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
801,light,"ATK, DEF, HP +15% / Crit DMG +20%",Dark Lord Kasel,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
802,dark,Normal attacks increase own ATK by 1% and DMG dealt to bosses by 1% for 20 sec. This effect can be stacked up to max 30 times and is irremovable.,Dark Lord Kasel,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
803,light,"ATK, DEF, HP+15% / P. Block +200",Demia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
804,dark,"At the beginning of every battle, decrease the ATK of all enemies by 20% for 6 sec. This effect cannot be dispelled.",Demia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
805,light,"ATK, DEF, HP+15% / ATK.Spd +100",Dimael,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
806,dark,"Upon auto attacking, deal extra M.DMG worth 80% of ATK and recover 100 mana. There is a 10% chance of dealing double DMG and recovering double mana.",Dimael,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
807,light,"ATK, DEF, HP +15% / HP + 10%",Dosarta,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
808,dark,"Upon using a Skill, the self blocks all DMG for 2 sec.",Dosarta,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
809,light,"ATK, DEF, HP+15% / Crit DMG +20%",Epis,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
810,dark,All of Epis's attacks decrease the M.DEF of hit enemies by 20% for 10 sec. ATK rises by 2% per each enemy hit. Maximum stack number is 10.,Epis,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
811,light,"ATK, DEF, HP+15% / Crit Chance +100",Erze,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
812,dark,Steals HP equal to 25% of DMG dealt by the final normal attack and gains 1 stack of [Sweet Blood].,Erze,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
813,light,"ATK, DEF, HP+15% / ATK.Spd +100",Esker,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
814,dark,"Every 10 sec, gain up to 6 stacks of Blessing of the Dice. Reduces Cooldown of active skills by 5% per 1 Blessing of the Dice gained.",Esker,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
815,light,"ATK, DEF, HP+15% / HP +10%",Evan,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
816,dark,"Whenever Evan changes his alchemist form, increases ATK of all allies by 1% and ATK Spd by 10. This effect can be stacked up to max 30 times and is irremovable.",Evan,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
817,light,"ATK, DEF, HP+15% / ATK.Spd +100",Ezekiel,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
818,dark,"When in Fury state, auto attack deals DMG that ignores DEF.",Ezekiel,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
819,light,"ATK, DEF, HP +15% / Crit Chance +100",Fallen Frey,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
820,dark,"At the beginning of each Battle, increases ATK Spd of the ally with the Highest ATK excluding self by 150 and its DMG dealt to Non-Hero enemies by 15% for 30 sec. This effect is irremovable",Fallen Frey,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
821,light,"ATK, DEF, HP+15% / M.Dodge +100",Fluss,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
822,dark,"Increases DMG of normal attacks by 35%, and upon attacking a Wizard with normal attacks, deals additional P.DMG equal to 100% of ATK.",Fluss,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
823,light,"ATK, DEF, HP+15% / M. Block +200",Frey,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
824,dark,Increases ATK of all allies by 5% of own ATK.,Frey,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
825,light,"ATK, DEF, HP+15% / P. Block +200",Gau,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
826,dark,"Heals HP worth 10% of ATK every second, and every 1% of HP lost reduces received DMG by 0.6%.",Gau,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
827,light,"ATK, DEF, HP+15% / ATK.Spd +100",Gladi,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
828,dark,Increases all DEF by 8% of ATK.,Gladi,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
829,light,"ATK, DEF, HP+15% / All DEF + 10%",Glenwys,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
830,dark,Increases ATK of all allies by 8% of self's All DEF.,Glenwys,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
831,light,"ATK, DEF, HP +15% / Crit DMG +20%",Hanus,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
832,dark,"At the beginning of a Guild War battle, reduces Mana of all enemies by 500 , and increases all DMG they take by 15% for 5 sec.",Hanus,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
833,light,"ATK, DEF, HP+15% / M. Block +200",Jane,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
834,dark,Each hit of Jane's attacks increase her ATK and Recovery Rate by 1% each. (Maximum stack number is 50),Jane,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
835,light,"ATK, DEF, HP+15% / P. Block +200",Juno,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
836,dark,"At the beginning of every battle, gains 2 stacks of [Excellent Ingredient] and increases MP Recovery/Sec by 200% for 10 seconds.",Juno,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
837,light,"ATK, DEF, HP+15% / Crit DMG +20%",Kara,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
838,dark,[Anti-personnel Weapon] - Increases CC ACC by 400. [Siege Weapon] - Increases ACC by 400.,Kara,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
839,light,"ATK, DEF, HP+15% / P.Dodge +100",Kasel,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
840,dark,"Upon attacking, deals additional DMG equal to 80% of ATK.",Kasel,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
841,light,"ATK, DEF, HP+15% / Crit Chance +100",Kaulah,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
842,dark,"When Kaulah takes DMG, reduces ATK Spd of the attacker by 300 for 5 sec and its Mana by 200 every sec. This effect is only activated once every 5 sec.",Kaulah,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
843,light,"ATK, DEF, HP+15% / Crit DMG +20%",Kibera,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
844,dark,"Every 20 sec, increases M.DMG all enemies take by 30% for 15 sec.",Kibera,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
845,light,"ATK, DEF, HP+15% / ATK Spd +100",Kirze,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
846,dark,Increases Crit DMG by 40% and DEF Penetration by 150. This effect increases by 2 times after Kirze attack the enemy 100 times.,Kirze,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
847,light,"ATK, DEF, HP+15% / M. Block +200",Laias,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
848,dark,Recovers 350 Mana of all allies every 3 sec.,Laias,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
849,light,"ATK, DEF, HP+15% / Crit DMG +20%",Lakrak,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
850,dark,Each successful experiment increases own ATK Spd by 300 and CC ACC by 300 for 10 sec.,Lakrak,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
851,light,"ATK, DEF, HP+15% / ATK.Spd +100",Laudia,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
852,dark,"At the start of each battle, gains immunity to CC for 7 sec, and ACC, CC ACC are increased by 300 for 10 sec.",Laudia,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
853,light,"ATK, DEF, HP+15% / Crit DMG +20%",Lavril,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
854,dark,"Upon taking a hit, increases ATK of the ally bound by Soul Link by 3%. This effect can be stacked up to max 20 times.",Lavril,2020-07-07 0:00:00,2020-07-07 0:00:00,light,t5
855,light,"ATK, DEF, HP+15% / P. Block +200",Leo,2020-07-07 0:00:00,2020-07-07 0:00:00,dark,t5
